IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.10.176.198,2083,80,false,ORD,North America,US,Chicago,165,0.00
3.10.176.198,2053,80,false,ORD,North America,US,Chicago,170,0.00
3.10.176.198,2082,80,false,ORD,North America,US,Chicago,165,0.00
3.8.88.181,8080,80,false,ORD,North America,US,Chicago,189,0.00
3.10.176.198,8880,80,false,ORD,North America,US,Chicago,158,0.00
3.10.176.198,2095,80,false,ORD,North America,US,Chicago,252,0.00
3.10.176.198,2052,80,false,ORD,North America,US,Chicago,163,0.00
3.10.176.198,2096,80,false,ORD,North America,US,Chicago,256,0.00
3.10.176.198,8080,80,false,ORD,North America,US,Chicago,162,0.00
3.8.88.181,2087,80,false,ORD,North America,US,Chicago,184,0.00
3.8.88.181,443,80,false,ORD,North America,US,Chicago,191,0.00
34.220.70.217,2087,80,false,ORD,North America,US,Chicago,290,0.00
35.90.96.158,8080,80,false,ORD,North America,US,Chicago,218,0.00
35.90.96.158,2053,80,false,ORD,North America,US,Chicago,242,0.00
34.220.70.217,8443,80,false,ORD,North America,US,Chicago,298,0.00
34.210.86.20,8880,80,false,ORD,North America,US,Chicago,218,0.00
34.210.86.20,8443,80,false,ORD,North America,US,Chicago,217,0.00
34.210.86.20,2052,80,false,ORD,North America,US,Chicago,233,0.00
34.210.86.20,2086,80,false,ORD,North America,US,Chicago,215,0.00
34.210.86.20,2095,80,false,ORD,North America,US,Chicago,234,0.00
34.210.86.20,8080,80,false,ORD,North America,US,Chicago,215,0.00
34.220.70.217,2053,80,false,ORD,North America,US,Chicago,221,0.00
34.220.70.217,80,80,false,ORD,North America,US,Chicago,237,0.00
34.220.70.217,2052,80,false,ORD,North America,US,Chicago,223,0.00
34.220.70.217,2083,80,false,ORD,North America,US,Chicago,302,0.00
34.220.70.217,2082,80,false,ORD,North America,US,Chicago,230,0.00
34.220.70.217,443,80,false,ORD,North America,US,Chicago,250,0.00
34.220.70.217,2086,80,false,ORD,North America,US,Chicago,286,0.00
34.220.70.217,2096,80,false,ORD,North America,US,Chicago,299,0.00
35.90.96.158,2095,80,false,ORD,North America,US,Chicago,266,0.00
34.220.70.217,2095,80,false,ORD,North America,US,Chicago,362,0.00
35.90.96.158,2082,80,false,ORD,North America,US,Chicago,209,0.00
35.90.96.158,443,80,false,ORD,North America,US,Chicago,268,0.00
35.90.96.158,80,80,false,ORD,North America,US,Chicago,264,0.00
52.91.117.16,80,80,false,IAD,North America,US,Ashburn,250,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,SG,Singapore,25,0.00
18.166.171.197,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,35,0.00
18.166.171.197,2053,80,false,HKG,Asia Pacific,HK,Hong Kong,48,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,SG,Singapore,53,0.00
54.199.11.181,2052,80,false,NRT,Asia Pacific,JP,Tokyo,68,0.00
18.176.35.171,2086,80,false,NRT,Asia Pacific,JP,Tokyo,68,0.00
35.78.28.183,2053,80,false,NRT,Asia Pacific,JP,Tokyo,69,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,SG,Singapore,71,0.00
18.176.35.171,2087,80,false,NRT,Asia Pacific,JP,Tokyo,74,0.00
18.176.35.171,2053,80,false,NRT,Asia Pacific,JP,Tokyo,74,0.00
96.0.147.177,80,80,false,MNL,Asia Pacific,PH,Manila,77,0.00
96.0.147.177,443,80,false,MNL,Asia Pacific,PH,Manila,77,0.00
18.176.35.171,2095,80,false,NRT,Asia Pacific,JP,Tokyo,79,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,SG,Singapore,80,0.00
54.150.195.218,80,80,false,NRT,Asia Pacific,JP,Tokyo,80,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,SG,Singapore,81,0.00
54.150.75.95,2095,80,false,NRT,Asia Pacific,JP,Tokyo,86,0.00
18.176.35.171,2096,80,false,NRT,Asia Pacific,JP,Tokyo,86,0.00
54.251.118.130,2082,80,false,SIN,Asia Pacific,SG,Singapore,90,0.00
3.7.167.177,2053,80,false,BOM,Asia Pacific,IN,Mumbai,90,0.00
54.150.160.166,2086,80,false,NRT,Asia Pacific,JP,Tokyo,90,0.00
54.79.190.249,2053,80,false,SYD,Oceania,AU,Sydney,92,0.00
54.153.146.155,2087,80,false,SYD,Oceania,AU,Sydney,92,0.00
3.24.11.240,2096,80,false,SYD,Oceania,AU,Sydney,92,0.00
3.105.185.150,2087,80,false,SYD,Oceania,AU,Sydney,93,0.00
3.105.12.136,2052,80,false,SYD,Oceania,AU,Sydney,93,0.00
54.79.197.209,2083,80,false,SYD,Oceania,AU,Sydney,93,0.00
54.79.197.209,2086,80,false,SYD,Oceania,AU,Sydney,93,0.00
54.150.75.95,2053,80,false,NRT,Asia Pacific,JP,Tokyo,93,0.00
3.105.65.61,2086,80,false,SYD,Oceania,AU,Sydney,93,0.00
54.79.197.209,2053,80,false,SYD,Oceania,AU,Sydney,93,0.00
54.79.129.232,2052,80,false,SYD,Oceania,AU,Sydney,93,0.00
52.64.153.64,2083,80,false,SYD,Oceania,AU,Sydney,94,0.00
54.252.91.41,2087,80,false,SYD,Oceania,AU,Sydney,94,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,JP,Tokyo,94,0.00
54.66.80.167,2082,80,false,SYD,Oceania,AU,Sydney,94,0.00
3.105.65.61,2083,80,false,SYD,Oceania,AU,Sydney,94,0.00
3.6.136.68,80,8080,false,BOM,Asia Pacific,IN,Mumbai,95,0.00
52.64.153.64,2083,80,false,SYD,Oceania,AU,Sydney,95,0.00
3.105.185.150,2095,80,false,SYD,Oceania,AU,Sydney,95,0.00
3.105.65.61,2053,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.211.0.227,2087,80,false,SYD,Oceania,AU,Sydney,97,0.00
54.79.129.232,2083,80,false,SYD,Oceania,AU,Sydney,97,0.00
3.105.65.61,2082,80,false,SYD,Oceania,AU,Sydney,97,0.00
52.65.52.144,2083,80,false,SYD,Oceania,AU,Sydney,97,0.00
54.254.190.97,2053,80,false,SIN,Asia Pacific,SG,Singapore,97,0.00
3.105.65.61,2052,80,false,SYD,Oceania,AU,Sydney,98,0.00
54.150.160.166,2082,80,false,NRT,Asia Pacific,JP,Tokyo,98,0.00
3.105.65.61,2087,80,false,SYD,Oceania,AU,Sydney,99,0.00
3.105.185.150,2082,80,false,SYD,Oceania,AU,Sydney,99,0.00
54.79.190.249,2087,80,false,SYD,Oceania,AU,Sydney,100,0.00
3.105.185.150,2082,80,false,SYD,Oceania,AU,Sydney,100,0.00
54.150.160.166,2095,80,false,NRT,Asia Pacific,JP,Tokyo,100,0.00
52.65.99.165,2082,80,false,SYD,Oceania,AU,Sydney,100,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,JP,Tokyo,100,0.00
54.79.197.209,2052,80,false,SYD,Oceania,AU,Sydney,101,0.00
52.64.153.64,2052,80,false,SYD,Oceania,AU,Sydney,101,0.00
18.176.35.171,2083,80,false,NRT,Asia Pacific,JP,Tokyo,101,0.00
3.7.167.177,2053,80,false,BOM,Asia Pacific,IN,Mumbai,101,0.00
54.79.190.249,2052,80,false,SYD,Oceania,AU,Sydney,102,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,JP,Tokyo,102,0.00
52.64.153.64,2053,80,false,SYD,Oceania,AU,Sydney,102,0.00
18.166.234.185,2082,80,false,HKG,Asia Pacific,HK,Hong Kong,102,0.00
54.66.80.167,2095,80,false,SYD,Oceania,AU,Sydney,103,0.00
52.64.153.64,2053,80,false,SYD,Oceania,AU,Sydney,103,0.00
3.105.24.122,2053,80,false,SYD,Oceania,AU,Sydney,104,0.00
54.150.160.166,2095,80,false,NRT,Asia Pacific,JP,Tokyo,105,0.00
3.105.65.61,2052,80,false,SYD,Oceania,AU,Sydney,105,0.00
54.79.197.209,2096,80,false,SYD,Oceania,AU,Sydney,105,0.00
54.252.91.41,2083,80,false,SYD,Oceania,AU,Sydney,105,0.00
54.150.160.166,2083,80,false,NRT,Asia Pacific,JP,Tokyo,105,0.00
54.150.160.166,2087,80,false,NRT,Asia Pacific,JP,Tokyo,105,0.00
3.105.24.122,2052,80,false,SYD,Oceania,AU,Sydney,105,0.00
54.66.80.167,2086,80,false,SYD,Oceania,AU,Sydney,105,0.00
54.79.129.232,2053,80,false,SYD,Oceania,AU,Sydney,105,0.00
52.65.52.144,2086,80,false,SYD,Oceania,AU,Sydney,106,0.00
18.176.35.171,2082,80,false,NRT,Asia Pacific,JP,Tokyo,106,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,IN,Mumbai,106,0.00
3.105.12.136,2086,80,false,SYD,Oceania,AU,Sydney,107,0.00
3.7.167.177,2052,80,false,BOM,Asia Pacific,IN,Mumbai,107,0.00
3.105.24.122,2082,80,false,SYD,Oceania,AU,Sydney,107,0.00
3.105.65.61,2095,80,false,SYD,Oceania,AU,Sydney,108,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,SG,Singapore,108,0.00
54.150.75.95,2096,80,false,NRT,Asia Pacific,JP,Tokyo,108,0.00
54.254.190.97,2096,80,false,SIN,Asia Pacific,SG,Singapore,108,0.00
54.66.80.167,2053,80,false,SYD,Oceania,AU,Sydney,109,0.00
52.65.52.144,2052,80,false,SYD,Oceania,AU,Sydney,109,0.00
54.150.160.166,2087,80,false,NRT,Asia Pacific,JP,Tokyo,109,0.00
54.150.75.95,2087,80,false,NRT,Asia Pacific,JP,Tokyo,109,0.00
54.66.80.167,2083,80,false,SYD,Oceania,AU,Sydney,109,0.00
52.65.52.144,2096,80,false,SYD,Oceania,AU,Sydney,109,0.00
54.79.129.232,2086,80,false,SYD,Oceania,AU,Sydney,110,0.00
3.105.24.122,2083,80,false,SYD,Oceania,AU,Sydney,110,0.00
54.66.80.167,2082,80,false,SYD,Oceania,AU,Sydney,110,0.00
13.211.0.227,2086,80,false,SYD,Oceania,AU,Sydney,110,0.00
3.7.167.177,2095,80,false,BOM,Asia Pacific,IN,Mumbai,111,0.00
3.105.65.61,2087,80,false,SYD,Oceania,AU,Sydney,112,0.00
54.179.172.158,8080,80,false,SIN,Asia Pacific,SG,Singapore,113,0.00
18.166.171.197,2052,80,false,HKG,Asia Pacific,HK,Hong Kong,113,0.00
54.252.91.41,2096,80,false,SYD,Oceania,AU,Sydney,113,0.00
54.199.11.181,2052,80,false,NRT,Asia Pacific,JP,Tokyo,113,0.00
54.252.91.41,2082,80,false,SYD,Oceania,AU,Sydney,113,0.00
3.105.24.122,2087,80,false,SYD,Oceania,AU,Sydney,114,0.00
54.150.160.166,2086,80,false,NRT,Asia Pacific,JP,Tokyo,114,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,KR,Seoul,115,0.00
52.64.153.64,2052,80,false,SYD,Oceania,AU,Sydney,115,0.00
54.79.190.249,2086,80,false,SYD,Oceania,AU,Sydney,116,0.00
52.65.52.144,2095,80,false,SYD,Oceania,AU,Sydney,116,0.00
13.211.0.227,2095,80,false,SYD,Oceania,AU,Sydney,117,0.00
52.65.99.165,2083,80,false,SYD,Oceania,AU,Sydney,117,0.00
54.66.80.167,2087,80,false,SYD,Oceania,AU,Sydney,117,0.00
52.76.182.63,2052,80,false,SIN,Asia Pacific,SG,Singapore,119,0.00
54.179.172.158,8080,80,false,SIN,Asia Pacific,SG,Singapore,119,0.00
52.65.99.165,2082,80,false,SYD,Oceania,AU,Sydney,120,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,SG,Singapore,120,0.00
3.105.185.150,2087,80,false,SYD,Oceania,AU,Sydney,120,0.00
52.76.182.63,2083,80,false,SIN,Asia Pacific,SG,Singapore,120,0.00
54.251.118.130,2053,80,false,SIN,Asia Pacific,SG,Singapore,120,0.00
3.105.24.122,2095,80,false,SYD,Oceania,AU,Sydney,121,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,SG,Singapore,121,0.00
35.78.28.183,2086,80,false,NRT,Asia Pacific,JP,Tokyo,121,0.00
52.65.52.144,2096,80,false,SYD,Oceania,AU,Sydney,122,0.00
54.79.129.232,2087,80,false,SYD,Oceania,AU,Sydney,122,0.00
54.251.118.130,2052,80,false,SIN,Asia Pacific,SG,Singapore,122,0.00
52.76.182.63,2096,80,false,SIN,Asia Pacific,SG,Singapore,122,0.00
52.65.99.165,2052,80,false,SYD,Oceania,AU,Sydney,122,0.00
54.66.80.167,2053,80,false,SYD,Oceania,AU,Sydney,122,0.00
65.1.148.157,80,80,false,BOM,Asia Pacific,IN,Mumbai,123,0.00
52.76.182.63,2086,80,false,SIN,Asia Pacific,SG,Singapore,123,0.00
52.65.99.165,2095,80,false,SYD,Oceania,AU,Sydney,123,0.00
54.254.190.97,2096,80,false,SIN,Asia Pacific,SG,Singapore,126,0.00
52.62.216.87,2087,80,false,SYD,Oceania,AU,Sydney,126,0.00
54.150.160.166,2052,80,false,NRT,Asia Pacific,JP,Tokyo,126,0.00
54.252.91.41,2086,80,false,SYD,Oceania,AU,Sydney,126,0.00
54.66.80.167,2052,80,false,SYD,Oceania,AU,Sydney,126,0.00
52.65.99.165,2083,80,false,SYD,Oceania,AU,Sydney,127,0.00
13.236.104.165,2095,80,false,SYD,Oceania,AU,Sydney,127,0.00
3.105.65.61,2082,80,false,SYD,Oceania,AU,Sydney,128,0.00
3.105.65.61,2053,80,false,SYD,Oceania,AU,Sydney,128,0.00
54.252.91.41,2096,80,false,SYD,Oceania,AU,Sydney,128,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,SG,Singapore,129,0.00
52.65.99.165,2086,80,false,SYD,Oceania,AU,Sydney,129,0.00
52.65.52.144,2053,80,false,SYD,Oceania,AU,Sydney,129,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,SG,Singapore,130,0.00
54.79.208.59,2052,80,false,SYD,Oceania,AU,Sydney,131,0.00
54.150.160.166,2096,80,false,NRT,Asia Pacific,JP,Tokyo,131,0.00
54.251.118.130,2052,80,false,SIN,Asia Pacific,SG,Singapore,132,0.00
52.65.52.144,2053,80,false,SYD,Oceania,AU,Sydney,132,0.00
54.150.160.166,2082,80,false,NRT,Asia Pacific,JP,Tokyo,133,0.00
52.65.52.144,2052,80,false,SYD,Oceania,AU,Sydney,133,0.00
52.62.216.87,2096,80,false,SYD,Oceania,AU,Sydney,133,0.00
18.178.250.71,80,80,false,NRT,Asia Pacific,JP,Tokyo,133,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,SG,Singapore,133,0.00
54.79.176.136,2095,80,false,SYD,Oceania,AU,Sydney,134,0.00
3.108.0.17,2052,80,false,BOM,Asia Pacific,IN,Mumbai,134,0.00
3.105.185.150,2096,80,false,SYD,Oceania,AU,Sydney,134,0.00
13.238.235.196,2086,80,false,SYD,Oceania,AU,Sydney,134,0.00
54.79.129.232,2095,80,false,SYD,Oceania,AU,Sydney,134,0.00
54.79.190.249,2082,80,false,SYD,Oceania,AU,Sydney,134,0.00
13.215.211.239,8080,80,false,SIN,Asia Pacific,SG,Singapore,135,0.00
52.76.182.63,2087,80,false,SIN,Asia Pacific,SG,Singapore,135,0.00
52.65.99.165,2053,80,false,SYD,Oceania,AU,Sydney,135,0.00
3.105.65.61,2096,80,false,SYD,Oceania,AU,Sydney,136,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,SG,Singapore,136,0.00
3.111.137.178,80,8080,false,BOM,Asia Pacific,IN,Mumbai,136,0.00
3.24.11.240,2096,80,false,SYD,Oceania,AU,Sydney,136,0.00
54.150.75.95,2086,80,false,NRT,Asia Pacific,JP,Tokyo,136,0.00
54.66.80.167,2083,80,false,SYD,Oceania,AU,Sydney,137,0.00
52.65.99.165,2086,80,false,SYD,Oceania,AU,Sydney,137,0.00
13.238.235.196,2052,80,false,SYD,Oceania,AU,Sydney,137,0.00
52.65.99.165,2053,80,false,SYD,Oceania,AU,Sydney,137,0.00
54.150.195.218,80,80,false,NRT,Asia Pacific,JP,Tokyo,138,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,SG,Singapore,138,0.00
13.238.235.196,2053,80,false,SYD,Oceania,AU,Sydney,138,0.00
54.79.190.249,2095,80,false,SYD,Oceania,AU,Sydney,138,0.00
3.7.167.177,2052,80,false,BOM,Asia Pacific,IN,Mumbai,138,0.00
52.76.182.63,2087,80,false,SIN,Asia Pacific,SG,Singapore,139,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,SG,Singapore,139,0.00
13.215.211.239,8080,80,false,SIN,Asia Pacific,SG,Singapore,139,0.00
3.105.36.23,2082,80,false,SYD,Oceania,AU,Sydney,140,0.00
18.166.234.185,2095,80,false,HKG,Asia Pacific,HK,Hong Kong,140,0.00
13.238.235.196,2095,80,false,SYD,Oceania,AU,Sydney,140,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,SG,Singapore,141,0.00
18.167.10.179,2053,80,false,HKG,Asia Pacific,HK,Hong Kong,141,0.00
54.150.160.166,2052,80,false,NRT,Asia Pacific,JP,Tokyo,141,0.00
13.236.104.165,2053,80,false,SYD,Oceania,AU,Sydney,141,0.00
54.253.222.7,2083,80,false,SYD,Oceania,AU,Sydney,141,0.00
13.238.235.196,2083,80,false,SYD,Oceania,AU,Sydney,143,0.00
13.250.38.94,80,80,false,SIN,Asia Pacific,SG,Singapore,143,0.00
52.65.52.144,2086,80,false,SYD,Oceania,AU,Sydney,143,0.00
35.78.28.183,2052,80,false,NRT,Asia Pacific,JP,Tokyo,144,0.00
3.105.185.150,2086,80,false,SYD,Oceania,AU,Sydney,144,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,SG,Singapore,144,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,SG,Singapore,145,0.00
18.166.234.185,2052,80,false,HKG,Asia Pacific,HK,Hong Kong,145,0.00
3.111.72.70,2083,80,false,BOM,Asia Pacific,IN,Mumbai,145,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,SG,Singapore,146,0.00
54.79.197.209,2087,80,false,SYD,Oceania,AU,Sydney,146,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,SG,Singapore,147,0.00
18.166.234.185,2087,80,false,HKG,Asia Pacific,HK,Hong Kong,147,0.00
54.254.190.97,2052,80,false,SIN,Asia Pacific,SG,Singapore,148,0.00
52.65.52.144,2095,80,false,SYD,Oceania,AU,Sydney,148,0.00
54.252.91.41,2053,80,false,SYD,Oceania,AU,Sydney,148,0.00
54.150.160.166,2096,80,false,NRT,Asia Pacific,JP,Tokyo,148,0.00
54.79.197.209,2082,80,false,SYD,Oceania,AU,Sydney,148,0.00
52.65.99.165,2096,80,false,SYD,Oceania,AU,Sydney,149,0.00
52.65.52.144,2087,80,false,SYD,Oceania,AU,Sydney,150,0.00
18.166.171.197,2053,80,false,HKG,Asia Pacific,HK,Hong Kong,151,0.00
3.105.12.136,2087,80,false,SYD,Oceania,AU,Sydney,151,0.00
54.251.118.130,2082,80,false,SIN,Asia Pacific,SG,Singapore,151,0.00
18.166.234.185,2086,80,false,HKG,Asia Pacific,HK,Hong Kong,151,0.00
3.105.185.150,2096,80,false,SYD,Oceania,AU,Sydney,152,0.00
54.65.35.151,8080,80,false,NRT,Asia Pacific,JP,Tokyo,152,0.00
54.251.118.130,2086,80,false,SIN,Asia Pacific,SG,Singapore,153,0.00
35.78.28.183,2082,80,false,NRT,Asia Pacific,JP,Tokyo,153,0.00
3.6.136.68,80,8080,false,BOM,Asia Pacific,IN,Mumbai,153,0.00
176.116.21.108,2095,80,false,LHR,Europe,GB,London,153,0.00
3.105.65.61,2083,80,false,SYD,Oceania,AU,Sydney,154,0.00
3.8.127.199,80,80,false,LHR,Europe,GB,London,154,0.00
18.166.171.197,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,155,0.00
52.76.182.63,2083,80,false,SIN,Asia Pacific,SG,Singapore,155,0.00
3.105.24.122,2086,80,false,SYD,Oceania,AU,Sydney,155,0.00
13.211.0.227,2052,80,false,SYD,Oceania,AU,Sydney,156,0.00
54.254.190.97,2052,80,false,SIN,Asia Pacific,SG,Singapore,156,0.00
54.150.160.166,2083,80,false,NRT,Asia Pacific,JP,Tokyo,156,0.00
54.150.75.95,2082,80,false,NRT,Asia Pacific,JP,Tokyo,156,0.00
13.236.104.165,2082,80,false,SYD,Oceania,AU,Sydney,157,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,SG,Singapore,157,0.00
54.251.118.130,2053,80,false,SIN,Asia Pacific,SG,Singapore,158,0.00
54.252.91.41,2053,80,false,SYD,Oceania,AU,Sydney,158,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,SG,Singapore,158,0.00
18.166.234.185,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,159,0.00
176.116.21.14,2087,80,false,LHR,Europe,GB,London,159,0.00
3.105.65.61,2095,80,false,SYD,Oceania,AU,Sydney,159,0.00
52.65.99.165,2095,80,false,SYD,Oceania,AU,Sydney,159,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,JP,Tokyo,160,0.00
13.236.104.165,2052,80,false,SYD,Oceania,AU,Sydney,160,0.00
52.76.182.63,2052,80,false,SIN,Asia Pacific,SG,Singapore,160,0.00
54.66.80.167,2087,80,false,SYD,Oceania,AU,Sydney,160,0.00
52.65.99.165,2052,80,false,SYD,Oceania,AU,Sydney,161,0.00
35.78.28.183,2095,80,false,NRT,Asia Pacific,JP,Tokyo,161,0.00
54.155.155.196,2082,80,false,DUB,Europe,IE,Dublin,161,0.00
52.18.205.36,2082,80,false,DUB,Europe,IE,Dublin,161,0.00
3.105.185.150,2053,80,false,SYD,Oceania,AU,Sydney,161,0.00
3.105.65.61,2096,80,false,SYD,Oceania,AU,Sydney,162,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,IN,Mumbai,162,0.00
54.155.155.196,2052,80,false,DUB,Europe,IE,Dublin,162,0.00
15.188.168.174,2096,80,false,CDG,Europe,FR,Paris,163,0.00
52.76.182.63,2096,80,false,SIN,Asia Pacific,SG,Singapore,163,0.00
54.155.155.196,2082,80,false,DUB,Europe,IE,Dublin,163,0.00
43.204.208.173,80,80,false,BOM,Asia Pacific,IN,Mumbai,163,0.00
54.150.75.95,2083,80,false,NRT,Asia Pacific,JP,Tokyo,163,0.00
52.65.52.144,2082,80,false,SYD,Oceania,AU,Sydney,163,0.00
15.188.168.174,2086,80,false,CDG,Europe,FR,Paris,164,0.00
54.155.155.196,2086,80,false,DUB,Europe,IE,Dublin,164,0.00
13.211.0.227,2096,80,false,SYD,Oceania,AU,Sydney,165,0.00
52.18.205.36,2053,80,false,DUB,Europe,IE,Dublin,165,0.00
176.116.21.136,2082,80,false,LHR,Europe,GB,London,165,0.00
54.155.155.196,2052,80,false,DUB,Europe,IE,Dublin,165,0.00
176.116.21.93,2083,80,false,LHR,Europe,GB,London,165,0.00
176.116.21.85,2095,80,false,LHR,Europe,GB,London,165,0.00
176.116.21.131,2083,80,false,LHR,Europe,GB,London,166,0.00
3.67.232.136,80,80,false,FRA,Europe,DE,Frankfurt,166,0.00
176.116.21.123,2086,80,false,LHR,Europe,GB,London,166,0.00
3.105.185.150,2083,80,false,SYD,Oceania,AU,Sydney,167,0.00
35.78.28.183,2083,80,false,NRT,Asia Pacific,JP,Tokyo,167,0.00
15.188.168.174,2087,80,false,CDG,Europe,FR,Paris,167,0.00
54.252.91.41,2052,80,false,SYD,Oceania,AU,Sydney,168,0.00
16.63.55.49,2082,80,false,ZRH,Europe,CH,Zurich,168,0.00
54.79.129.232,2082,80,false,SYD,Oceania,AU,Sydney,168,0.00
52.18.205.36,2096,80,false,DUB,Europe,IE,Dublin,168,0.00
16.63.33.251,2087,80,false,ZRH,Europe,CH,Zurich,168,0.00
52.65.52.144,2087,80,false,SYD,Oceania,AU,Sydney,169,0.00
16.63.55.49,2053,80,false,ZRH,Europe,CH,Zurich,169,0.00
16.63.55.49,2083,80,false,ZRH,Europe,CH,Zurich,169,0.00
16.63.55.49,2087,80,false,ZRH,Europe,CH,Zurich,169,0.00
54.155.155.196,2087,80,false,DUB,Europe,IE,Dublin,170,0.00
3.120.76.162,2052,80,false,FRA,Europe,DE,Frankfurt,170,0.00
52.18.205.36,2052,80,false,DUB,Europe,IE,Dublin,170,0.00
176.116.21.101,2082,80,false,LHR,Europe,GB,London,170,0.00
54.155.155.196,2095,80,false,DUB,Europe,IE,Dublin,170,0.00
54.155.155.196,2087,80,false,DUB,Europe,IE,Dublin,170,0.00
13.238.235.196,2096,80,false,SYD,Oceania,AU,Sydney,171,0.00
16.63.33.251,2095,80,false,ZRH,Europe,CH,Zurich,171,0.00
52.18.205.36,2052,80,false,DUB,Europe,IE,Dublin,171,0.00
16.63.33.251,2082,80,false,ZRH,Europe,CH,Zurich,171,0.00
54.79.129.232,2096,80,false,SYD,Oceania,AU,Sydney,172,0.00
18.157.106.177,2083,80,false,FRA,Europe,DE,Frankfurt,172,0.00
3.68.62.122,80,80,false,FRA,Europe,DE,Frankfurt,172,0.00
52.47.134.23,80,80,false,CDG,Europe,FR,Paris,172,0.00
3.24.229.42,2083,80,false,SYD,Oceania,AU,Sydney,172,0.00
54.155.155.196,2095,80,false,DUB,Europe,IE,Dublin,172,0.00
3.70.92.227,2052,80,false,FRA,Europe,DE,Frankfurt,172,0.00
3.70.92.227,2095,80,false,FRA,Europe,DE,Frankfurt,172,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,SG,Singapore,172,0.00
18.157.78.22,2087,80,false,FRA,Europe,DE,Frankfurt,173,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,SG,Singapore,173,0.00
52.76.182.63,2086,80,false,SIN,Asia Pacific,SG,Singapore,173,0.00
52.18.205.36,2053,80,false,DUB,Europe,IE,Dublin,173,0.00
18.170.222.17,80,80,false,LHR,Europe,GB,London,173,0.00
18.159.105.97,80,80,false,FRA,Europe,DE,Frankfurt,173,0.00
35.157.240.237,80,80,false,FRA,Europe,DE,Frankfurt,173,0.00
15.188.168.174,2052,80,false,CDG,Europe,FR,Paris,173,0.00
3.120.76.162,2096,80,false,FRA,Europe,DE,Frankfurt,173,0.00
18.159.137.214,2095,80,false,FRA,Europe,DE,Frankfurt,173,0.00
52.18.205.36,2086,80,false,DUB,Europe,IE,Dublin,174,0.00
3.127.55.133,80,80,false,FRA,Europe,DE,Frankfurt,174,0.00
18.157.106.177,2087,80,false,FRA,Europe,DE,Frankfurt,174,0.00
18.196.93.254,80,80,false,FRA,Europe,DE,Frankfurt,175,0.00
18.159.137.214,2096,80,false,FRA,Europe,DE,Frankfurt,175,0.00
3.70.92.227,2087,80,false,FRA,Europe,DE,Frankfurt,175,0.00
52.18.205.36,2086,80,false,DUB,Europe,IE,Dublin,175,0.00
3.70.92.227,2095,80,false,FRA,Europe,DE,Frankfurt,175,0.00
18.157.78.22,2082,80,false,FRA,Europe,DE,Frankfurt,175,0.00
52.62.216.87,2096,80,false,SYD,Oceania,AU,Sydney,175,0.00
13.211.0.227,2083,80,false,SYD,Oceania,AU,Sydney,175,0.00
35.152.82.124,2052,80,false,MXP,Europe,IT,Milan,175,0.00
18.159.137.214,2087,80,false,FRA,Europe,DE,Frankfurt,175,0.00
52.29.224.33,80,80,false,FRA,Europe,DE,Frankfurt,175,0.00
35.78.28.183,2087,80,false,NRT,Asia Pacific,JP,Tokyo,176,0.00
35.152.82.124,2095,80,false,MXP,Europe,IT,Milan,176,0.00
3.68.31.54,80,80,false,FRA,Europe,DE,Frankfurt,176,0.00
52.18.205.36,2082,80,false,DUB,Europe,IE,Dublin,176,0.00
3.70.92.227,2087,80,false,FRA,Europe,DE,Frankfurt,176,0.00
