IP地址,数据中心,地区,城市,网络延迟
104.16.58.238,SJC,北美洲,圣何塞,175 ms
104.18.19.145,HKG,亚太地区,香港,175 ms
104.22.31.217,HKG,亚太地区,香港,175 ms
172.67.24.6,HKG,亚太地区,香港,176 ms
104.18.34.78,HKG,亚太地区,香港,176 ms
104.18.20.151,HKG,亚太地区,香港,176 ms
104.16.113.58,LAX,北美洲,洛杉矶,176 ms
172.67.47.62,HKG,亚太地区,香港,176 ms
1.1.1.61,SJC,北美洲,圣何塞,176 ms
104.19.47.122,SJC,北美洲,圣何塞,176 ms
1.0.0.197,SJC,北美洲,圣何塞,176 ms
104.19.68.168,SJC,北美洲,圣何塞,176 ms
104.22.23.173,HKG,亚太地区,香港,176 ms
104.16.47.56,HKG,亚太地区,香港,176 ms
104.18.196.151,SJC,北美洲,圣何塞,177 ms
104.16.208.245,HKG,亚太地区,香港,177 ms
1.1.1.100,SJC,北美洲,圣何塞,177 ms
104.18.113.100,LAX,北美洲,洛杉矶,177 ms
1.1.1.230,SJC,北美洲,圣何塞,177 ms
14.102.228.221,SJC,北美洲,圣何塞,177 ms
1.1.1.241,SJC,北美洲,圣何塞,177 ms
104.19.13.203,SJC,北美洲,圣何塞,177 ms
213.109.205.158,SJC,北美洲,圣何塞,177 ms
1.0.0.173,SJC,北美洲,圣何塞,178 ms
104.17.200.223,SJC,北美洲,圣何塞,178 ms
89.116.46.109,SJC,北美洲,圣何塞,178 ms
104.22.57.172,HKG,亚太地区,香港,178 ms
104.17.78.83,HKG,亚太地区,香港,178 ms
104.17.111.200,SJC,北美洲,圣何塞,178 ms
172.67.25.160,HKG,亚太地区,香港,179 ms
104.19.63.1,SJC,北美洲,圣何塞,179 ms
104.18.55.97,SJC,北美洲,圣何塞,179 ms
162.159.243.67,LAX,北美洲,洛杉矶,179 ms
1.0.0.92,SJC,北美洲,圣何塞,179 ms
104.16.43.31,HKG,亚太地区,香港,179 ms
104.22.48.36,HKG,亚太地区,香港,179 ms
104.16.238.230,SJC,北美洲,圣何塞,179 ms
104.18.168.177,SJC,北美洲,圣何塞,180 ms
104.16.222.219,HKG,亚太地区,香港,180 ms
104.17.65.159,HKG,亚太地区,香港,180 ms
104.18.242.109,SJC,北美洲,圣何塞,180 ms
104.16.35.219,HKG,亚太地区,香港,181 ms
104.17.100.10,SJC,北美洲,圣何塞,181 ms
88.216.66.130,SJC,北美洲,圣何塞,181 ms
172.64.141.211,SJC,北美洲,圣何塞,181 ms
104.22.55.151,HKG,亚太地区,香港,181 ms
1.0.0.121,SJC,北美洲,圣何塞,181 ms
104.17.73.244,HKG,亚太地区,香港,181 ms
104.16.235.21,SJC,北美洲,圣何塞,181 ms
104.17.196.127,SJC,北美洲,圣何塞,181 ms
104.16.45.115,HKG,亚太地区,香港,181 ms
104.18.252.10,SJC,北美洲,圣何塞,182 ms
172.67.18.236,HKG,亚太地区,香港,182 ms
104.22.30.202,HKG,亚太地区,香港,182 ms
104.18.16.218,HKG,亚太地区,香港,182 ms
172.67.20.248,HKG,亚太地区,香港,183 ms
104.18.176.208,SJC,北美洲,圣何塞,183 ms
172.67.19.191,HKG,亚太地区,香港,183 ms
162.159.134.241,SJC,北美洲,圣何塞,183 ms
104.18.231.201,SJC,北美洲,圣何塞,183 ms
1.1.1.34,SJC,北美洲,圣何塞,183 ms
104.17.177.98,SJC,北美洲,圣何塞,183 ms
1.0.0.34,SJC,北美洲,圣何塞,184 ms
104.16.225.205,SJC,北美洲,圣何塞,184 ms
104.17.220.201,SJC,北美洲,圣何塞,184 ms
104.18.132.239,SJC,北美洲,圣何塞,185 ms
146.19.21.97,SJC,北美洲,圣何塞,185 ms
104.19.15.2,SJC,北美洲,圣何塞,185 ms
172.64.132.85,SJC,北美洲,圣何塞,185 ms
1.1.1.24,SJC,北美洲,圣何塞,185 ms
104.22.49.58,HKG,亚太地区,香港,185 ms
104.22.61.125,HKG,亚太地区,香港,185 ms
45.131.208.215,SJC,北美洲,圣何塞,185 ms
104.18.167.219,SJC,北美洲,圣何塞,186 ms
104.16.41.34,HKG,亚太地区,香港,186 ms
1.0.0.255,SJC,北美洲,圣何塞,186 ms
104.17.142.251,HKG,亚太地区,香港,186 ms
104.22.18.156,HKG,亚太地区,香港,186 ms
104.22.53.21,HKG,亚太地区,香港,186 ms
104.17.136.79,HKG,亚太地区,香港,186 ms
104.18.136.35,SJC,北美洲,圣何塞,187 ms
104.17.31.110,SJC,北美洲,圣何塞,187 ms
104.17.107.121,SJC,北美洲,圣何塞,187 ms
104.17.64.209,HKG,亚太地区,香港,188 ms
1.1.1.191,SJC,北美洲,圣何塞,188 ms
104.18.184.25,SJC,北美洲,圣何塞,188 ms
104.19.100.145,SJC,北美洲,圣何塞,188 ms
104.17.75.199,HKG,亚太地区,香港,189 ms
104.17.147.123,SJC,北美洲,圣何塞,189 ms
104.18.135.57,SJC,北美洲,圣何塞,189 ms
104.17.122.143,SJC,北美洲,圣何塞,189 ms
104.17.133.63,HKG,亚太地区,香港,189 ms
104.19.9.17,SJC,北美洲,圣何塞,190 ms
104.16.223.22,HKG,亚太地区,香港,190 ms
1.1.1.184,SJC,北美洲,圣何塞,190 ms
104.17.234.237,SJC,北美洲,圣何塞,190 ms
104.17.129.166,HKG,亚太地区,香港,190 ms
1.0.0.16,SJC,北美洲,圣何塞,191 ms
172.67.44.64,HKG,亚太地区,香港,191 ms
1.0.0.85,SJC,北美洲,圣何塞,191 ms
104.22.25.67,HKG,亚太地区,香港,192 ms
1.1.1.24,SJC,北美洲,圣何塞,192 ms
104.21.115.177,LHR,欧洲,伦敦,193 ms
172.64.80.54,SJC,北美洲,圣何塞,193 ms
104.21.198.164,LHR,欧洲,伦敦,193 ms
172.67.182.211,LHR,欧洲,伦敦,193 ms
104.22.54.11,HKG,亚太地区,香港,193 ms
104.19.8.197,SJC,北美洲,圣何塞,193 ms
104.17.79.222,HKG,亚太地区,香港,194 ms
1.1.1.137,SJC,北美洲,圣何塞,194 ms
104.17.69.210,HKG,亚太地区,香港,194 ms
104.18.30.133,HKG,亚太地区,香港,195 ms
104.21.111.44,LHR,欧洲,伦敦,196 ms
104.21.70.240,LHR,欧洲,伦敦,196 ms
104.21.102.236,LHR,欧洲,伦敦,197 ms
104.21.202.119,LHR,欧洲,伦敦,197 ms
104.21.193.126,LHR,欧洲,伦敦,197 ms
104.21.208.156,LHR,欧洲,伦敦,197 ms
104.16.221.112,HKG,亚太地区,香港,197 ms
104.16.203.41,SJC,北美洲,圣何塞,197 ms
104.21.116.105,LHR,欧洲,伦敦,198 ms
104.21.109.237,LHR,欧洲,伦敦,198 ms
172.67.241.178,LHR,欧洲,伦敦,198 ms
172.67.229.25,LHR,欧洲,伦敦,198 ms
104.19.113.234,SJC,北美洲,圣何塞,198 ms
172.67.41.3,HKG,亚太地区,香港,199 ms
172.67.188.55,LHR,欧洲,伦敦,199 ms
104.19.32.15,SJC,北美洲,圣何塞,199 ms
188.114.96.157,LHR,欧洲,伦敦,199 ms
172.67.255.18,LHR,欧洲,伦敦,199 ms
172.67.231.100,LHR,欧洲,伦敦,199 ms
104.21.17.84,LHR,欧洲,伦敦,199 ms
104.21.4.55,LHR,欧洲,伦敦,200 ms
172.67.198.148,LHR,欧洲,伦敦,200 ms
1.1.1.223,SJC,北美洲,圣何塞,200 ms
172.67.133.29,LHR,欧洲,伦敦,200 ms
104.17.165.64,SJC,北美洲,圣何塞,200 ms
104.21.64.180,LHR,欧洲,伦敦,200 ms
172.67.163.173,LHR,欧洲,伦敦,200 ms
172.67.214.225,LHR,欧洲,伦敦,200 ms
172.67.216.230,LHR,欧洲,伦敦,200 ms
104.21.114.189,LHR,欧洲,伦敦,200 ms
104.17.171.155,SJC,北美洲,圣何塞,200 ms
104.21.91.173,LHR,欧洲,伦敦,200 ms
1.1.1.45,SJC,北美洲,圣何塞,200 ms
172.67.218.124,LHR,欧洲,伦敦,200 ms
172.64.81.33,SJC,北美洲,圣何塞,201 ms
104.21.22.105,LHR,欧洲,伦敦,201 ms
104.19.85.126,SJC,北美洲,圣何塞,201 ms
172.67.179.9,LHR,欧洲,伦敦,201 ms
172.67.221.80,LHR,欧洲,伦敦,201 ms
104.21.53.177,LHR,欧洲,伦敦,201 ms
104.21.3.148,LHR,欧洲,伦敦,201 ms
104.21.45.61,LHR,欧洲,伦敦,201 ms
172.67.230.33,LHR,欧洲,伦敦,201 ms
104.21.8.88,LHR,欧洲,伦敦,202 ms
104.16.220.165,HKG,亚太地区,香港,202 ms
104.21.209.17,LHR,欧洲,伦敦,202 ms
1.1.1.137,SJC,北美洲,圣何塞,202 ms
104.16.207.177,SJC,北美洲,圣何塞,202 ms
172.67.252.220,LHR,欧洲,伦敦,202 ms
172.67.147.203,LHR,欧洲,伦敦,202 ms
104.21.196.15,LHR,欧洲,伦敦,202 ms
198.217.251.43,SJC,北美洲,圣何塞,203 ms
104.19.112.82,SJC,北美洲,圣何塞,203 ms
104.21.97.35,LHR,欧洲,伦敦,204 ms
104.21.42.230,LHR,欧洲,伦敦,204 ms
104.21.195.22,LHR,欧洲,伦敦,204 ms
172.67.199.242,LHR,欧洲,伦敦,204 ms
172.67.245.126,LHR,欧洲,伦敦,204 ms
104.21.30.232,LHR,欧洲,伦敦,204 ms
104.21.197.159,LHR,欧洲,伦敦,204 ms
172.67.232.161,LHR,欧洲,伦敦,204 ms
104.21.58.190,LHR,欧洲,伦敦,204 ms
104.21.29.15,LHR,欧洲,伦敦,204 ms
104.21.93.251,LHR,欧洲,伦敦,205 ms
104.21.61.32,LHR,欧洲,伦敦,205 ms
172.67.246.212,LHR,欧洲,伦敦,205 ms
104.21.23.76,LHR,欧洲,伦敦,205 ms
172.67.249.100,LHR,欧洲,伦敦,205 ms
104.21.217.76,LHR,欧洲,伦敦,205 ms
172.67.237.132,LHR,欧洲,伦敦,205 ms
172.67.244.139,LHR,欧洲,伦敦,205 ms
104.21.98.14,LHR,欧洲,伦敦,205 ms
104.21.48.141,LHR,欧洲,伦敦,205 ms
104.19.79.127,SJC,北美洲,圣何塞,205 ms
172.67.193.125,LHR,欧洲,伦敦,205 ms
104.21.24.129,LHR,欧洲,伦敦,205 ms
172.67.254.16,LHR,欧洲,伦敦,205 ms
172.67.200.211,LHR,欧洲,伦敦,205 ms
1.0.0.102,SJC,北美洲,圣何塞,205 ms
104.19.105.37,SJC,北美洲,圣何塞,205 ms
104.21.51.64,LHR,欧洲,伦敦,206 ms
104.21.204.164,LHR,欧洲,伦敦,206 ms
104.17.96.112,SJC,北美洲,圣何塞,206 ms
1.1.1.140,SJC,北美洲,圣何塞,206 ms
172.67.160.84,LHR,欧洲,伦敦,206 ms
172.67.183.224,LHR,欧洲,伦敦,207 ms
1.1.1.59,SJC,北美洲,圣何塞,207 ms
172.67.213.93,LHR,欧洲,伦敦,207 ms
172.67.152.209,LHR,欧洲,伦敦,207 ms
104.21.66.228,LHR,欧洲,伦敦,207 ms
104.21.81.150,LHR,欧洲,伦敦,207 ms
104.16.183.154,SJC,北美洲,圣何塞,207 ms
1.1.1.162,SJC,北美洲,圣何塞,207 ms
104.21.210.46,LHR,欧洲,伦敦,207 ms
172.67.185.17,LHR,欧洲,伦敦,207 ms
104.21.199.24,LHR,欧洲,伦敦,207 ms
104.21.20.20,LHR,欧洲,伦敦,207 ms
104.21.0.69,LHR,欧洲,伦敦,207 ms
104.21.211.136,LHR,欧洲,伦敦,207 ms
104.21.27.167,LHR,欧洲,伦敦,207 ms
172.67.162.102,LHR,欧洲,伦敦,207 ms
172.67.226.92,LHR,欧洲,伦敦,207 ms
172.67.180.206,LHR,欧洲,伦敦,208 ms
172.67.175.41,LHR,欧洲,伦敦,208 ms
172.67.176.165,LHR,欧洲,伦敦,208 ms
104.21.62.175,LHR,欧洲,伦敦,208 ms
172.67.191.83,LHR,欧洲,伦敦,208 ms
172.67.141.132,LHR,欧洲,伦敦,208 ms
104.21.94.113,LHR,欧洲,伦敦,208 ms
172.67.155.53,LHR,欧洲,伦敦,208 ms
104.21.54.180,LHR,欧洲,伦敦,208 ms
104.21.219.206,LHR,欧洲,伦敦,208 ms
104.21.36.81,LHR,欧洲,伦敦,208 ms
172.67.150.173,LHR,欧洲,伦敦,208 ms
104.21.96.219,LHR,欧洲,伦敦,208 ms
172.67.206.73,LHR,欧洲,伦敦,208 ms
104.21.34.251,LHR,欧洲,伦敦,208 ms
104.21.14.255,LHR,欧洲,伦敦,208 ms
1.0.0.241,SJC,北美洲,圣何塞,208 ms
104.21.65.48,LHR,欧洲,伦敦,208 ms
104.21.100.145,LHR,欧洲,伦敦,208 ms
172.67.168.176,LHR,欧洲,伦敦,208 ms
172.67.153.113,LHR,欧洲,伦敦,208 ms
172.67.202.188,LHR,欧洲,伦敦,208 ms
172.67.222.117,LHR,欧洲,伦敦,208 ms
104.21.85.125,LHR,欧洲,伦敦,208 ms
104.21.121.191,LHR,欧洲,伦敦,208 ms
104.21.213.35,LHR,欧洲,伦敦,209 ms
172.67.251.113,LHR,欧洲,伦敦,209 ms
172.67.177.62,LHR,欧洲,伦敦,209 ms
104.21.83.70,LHR,欧洲,伦敦,209 ms
104.21.49.188,LHR,欧洲,伦敦,209 ms
104.21.77.103,LHR,欧洲,伦敦,209 ms
172.67.195.165,LHR,欧洲,伦敦,210 ms
172.67.165.199,LHR,欧洲,伦敦,210 ms
104.21.44.77,LHR,欧洲,伦敦,210 ms
104.21.18.171,LHR,欧洲,伦敦,210 ms
104.21.218.239,LHR,欧洲,伦敦,210 ms
172.67.156.142,LHR,欧洲,伦敦,210 ms
104.21.222.185,LHR,欧洲,伦敦,210 ms
172.67.136.15,LHR,欧洲,伦敦,210 ms
172.67.143.132,LHR,欧洲,伦敦,210 ms
172.67.151.44,LHR,欧洲,伦敦,210 ms
172.67.186.131,LHR,欧洲,伦敦,210 ms
104.21.10.139,LHR,欧洲,伦敦,210 ms
104.21.37.179,LHR,欧洲,伦敦,211 ms
172.67.201.154,LHR,欧洲,伦敦,211 ms
104.21.95.44,LHR,欧洲,伦敦,211 ms
104.19.11.177,SJC,北美洲,圣何塞,211 ms
104.21.38.161,LHR,欧洲,伦敦,211 ms
104.21.212.123,LHR,欧洲,伦敦,211 ms
172.67.190.189,LHR,欧洲,伦敦,211 ms
172.67.210.48,LHR,欧洲,伦敦,212 ms
104.19.69.220,SJC,北美洲,圣何塞,212 ms
172.67.149.99,LHR,欧洲,伦敦,212 ms
172.67.139.170,LHR,欧洲,伦敦,212 ms
104.21.60.44,LHR,欧洲,伦敦,212 ms
172.67.158.74,LHR,欧洲,伦敦,212 ms
104.21.192.211,LHR,欧洲,伦敦,212 ms
104.21.122.173,LHR,欧洲,伦敦,212 ms
104.21.201.83,LHR,欧洲,伦敦,212 ms
104.21.200.5,LHR,欧洲,伦敦,212 ms
104.21.33.169,LHR,欧洲,伦敦,212 ms
172.67.169.162,LHR,欧洲,伦敦,212 ms
104.21.63.107,LHR,欧洲,伦敦,212 ms
104.21.107.182,LHR,欧洲,伦敦,212 ms
172.67.181.20,LHR,欧洲,伦敦,212 ms
104.21.104.60,LHR,欧洲,伦敦,212 ms
172.67.228.93,LHR,欧洲,伦敦,212 ms
104.21.12.108,LHR,欧洲,伦敦,212 ms
172.67.220.28,LHR,欧洲,伦敦,212 ms
104.21.15.55,LHR,欧洲,伦敦,212 ms
104.21.9.76,LHR,欧洲,伦敦,212 ms
188.114.98.134,LHR,欧洲,伦敦,213 ms
172.67.137.39,LHR,欧洲,伦敦,213 ms
104.21.90.179,LHR,欧洲,伦敦,213 ms
104.21.215.183,LHR,欧洲,伦敦,213 ms
104.21.73.48,LHR,欧洲,伦敦,213 ms
104.21.221.105,LHR,欧洲,伦敦,213 ms
172.67.167.160,LHR,欧洲,伦敦,213 ms
172.67.146.114,LHR,欧洲,伦敦,213 ms
172.67.233.61,LHR,欧洲,伦敦,213 ms
104.21.89.160,LHR,欧洲,伦敦,213 ms
172.67.207.96,LHR,欧洲,伦敦,213 ms
104.21.68.56,LHR,欧洲,伦敦,213 ms
104.21.103.90,LHR,欧洲,伦敦,213 ms
104.21.31.192,LHR,欧洲,伦敦,213 ms
172.67.128.118,LHR,欧洲,伦敦,213 ms
172.67.253.138,LHR,欧洲,伦敦,213 ms
104.21.124.28,LHR,欧洲,伦敦,213 ms
104.21.119.83,LHR,欧洲,伦敦,213 ms
172.67.215.160,LHR,欧洲,伦敦,213 ms
104.21.214.251,LHR,欧洲,伦敦,213 ms
172.67.159.94,LHR,欧洲,伦敦,213 ms
104.19.20.240,SJC,北美洲,圣何塞,213 ms
104.21.11.134,LHR,欧洲,伦敦,213 ms
104.21.117.70,LHR,欧洲,伦敦,213 ms
104.21.194.108,LHR,欧洲,伦敦,213 ms
104.21.88.222,LHR,欧洲,伦敦,214 ms
172.67.219.3,LHR,欧洲,伦敦,214 ms
104.21.41.240,LHR,欧洲,伦敦,214 ms
172.67.227.79,LHR,欧洲,伦敦,214 ms
104.21.223.46,LHR,欧洲,伦敦,214 ms
172.64.90.146,SJC,北美洲,圣何塞,214 ms
172.67.225.21,LHR,欧洲,伦敦,214 ms
104.21.75.91,LHR,欧洲,伦敦,214 ms
104.16.27.16,SJC,北美洲,圣何塞,215 ms
104.23.138.100,IAD,北美洲,阿什本,215 ms
172.67.203.21,LHR,欧洲,伦敦,215 ms
104.21.46.161,LHR,欧洲,伦敦,215 ms
172.67.223.2,LHR,欧洲,伦敦,215 ms
172.67.161.216,LHR,欧洲,伦敦,215 ms
104.21.55.187,LHR,欧洲,伦敦,215 ms
104.21.220.55,LHR,欧洲,伦敦,215 ms
172.67.172.165,LHR,欧洲,伦敦,215 ms
45.194.53.120,SJC,北美洲,圣何塞,215 ms
104.21.125.218,LHR,欧洲,伦敦,215 ms
104.21.28.116,LHR,欧洲,伦敦,215 ms
172.67.242.154,LHR,欧洲,伦敦,215 ms
104.21.126.129,LHR,欧洲,伦敦,216 ms
104.21.123.37,LHR,欧洲,伦敦,216 ms
172.67.135.77,LHR,欧洲,伦敦,216 ms
172.67.132.200,LHR,欧洲,伦敦,216 ms
104.21.19.68,LHR,欧洲,伦敦,216 ms
104.21.105.239,LHR,欧洲,伦敦,216 ms
104.21.56.203,LHR,欧洲,伦敦,216 ms
104.21.110.55,LHR,欧洲,伦敦,216 ms
104.23.141.39,IAD,北美洲,阿什本,216 ms
45.142.120.72,SJC,北美洲,圣何塞,216 ms
104.21.40.43,LHR,欧洲,伦敦,216 ms
104.21.43.155,LHR,欧洲,伦敦,216 ms
104.21.84.129,LHR,欧洲,伦敦,216 ms
104.21.120.137,LHR,欧洲,伦敦,216 ms
104.21.16.35,LHR,欧洲,伦敦,216 ms
104.21.7.247,LHR,欧洲,伦敦,216 ms
172.67.192.79,LHR,欧洲,伦敦,216 ms
172.67.204.30,LHR,欧洲,伦敦,216 ms
104.24.228.102,IAD,北美洲,阿什本,216 ms
172.67.208.167,LHR,欧洲,伦敦,216 ms
104.21.35.211,LHR,欧洲,伦敦,217 ms
172.67.194.241,LHR,欧洲,伦敦,217 ms
1.0.0.57,SJC,北美洲,圣何塞,217 ms
172.67.235.30,LHR,欧洲,伦敦,217 ms
172.67.197.158,LHR,欧洲,伦敦,217 ms
1.1.1.59,SJC,北美洲,圣何塞,217 ms
104.21.87.43,LHR,欧洲,伦敦,217 ms
172.67.164.102,LHR,欧洲,伦敦,218 ms
172.67.170.246,LHR,欧洲,伦敦,218 ms
172.65.12.186,LHR,欧洲,伦敦,218 ms
172.67.144.5,LHR,欧洲,伦敦,218 ms
104.21.86.9,LHR,欧洲,伦敦,218 ms
1.1.1.137,SJC,北美洲,圣何塞,218 ms
172.67.240.222,LHR,欧洲,伦敦,218 ms
172.67.129.36,LHR,欧洲,伦敦,219 ms
104.21.39.215,LHR,欧洲,伦敦,219 ms
104.21.127.175,LHR,欧洲,伦敦,219 ms
104.21.6.193,LHR,欧洲,伦敦,219 ms
172.64.94.143,SJC,北美洲,圣何塞,219 ms
104.17.80.12,SJC,北美洲,圣何塞,220 ms
172.67.217.169,LHR,欧洲,伦敦,220 ms
172.67.243.17,LHR,欧洲,伦敦,220 ms
104.21.50.56,LHR,欧洲,伦敦,220 ms
104.21.112.46,LHR,欧洲,伦敦,220 ms
104.16.55.113,SJC,北美洲,圣何塞,220 ms
104.23.131.4,IAD,北美洲,阿什本,220 ms
104.21.80.91,LHR,欧洲,伦敦,220 ms
172.67.174.174,LHR,欧洲,伦敦,220 ms
104.21.59.78,LHR,欧洲,伦敦,220 ms
172.67.187.127,LHR,欧洲,伦敦,220 ms
104.21.47.230,LHR,欧洲,伦敦,220 ms
172.67.189.109,LHR,欧洲,伦敦,220 ms
172.64.148.122,SJC,北美洲,圣何塞,220 ms
172.67.184.44,LHR,欧洲,伦敦,220 ms
104.21.92.140,LHR,欧洲,伦敦,221 ms
198.41.212.195,IAD,北美洲,阿什本,221 ms
104.21.108.14,LHR,欧洲,伦敦,221 ms
104.21.113.16,LHR,欧洲,伦敦,221 ms
172.67.157.201,LHR,欧洲,伦敦,221 ms
172.67.236.75,LHR,欧洲,伦敦,221 ms
172.67.138.244,LHR,欧洲,伦敦,221 ms
172.67.148.147,LHR,欧洲,伦敦,222 ms
104.27.207.43,IAD,北美洲,阿什本,222 ms
188.114.97.137,LHR,欧洲,伦敦,222 ms
172.67.212.230,LHR,欧洲,伦敦,222 ms
172.67.140.84,LHR,欧洲,伦敦,222 ms
104.19.29.6,SJC,北美洲,圣何塞,222 ms
172.67.40.37,HKG,亚太地区,香港,222 ms
104.25.246.246,IAD,北美洲,阿什本,222 ms
104.26.10.251,IAD,北美洲,阿什本,223 ms
172.67.131.154,LHR,欧洲,伦敦,223 ms
104.19.42.234,SJC,北美洲,圣何塞,223 ms
104.27.53.222,IAD,北美洲,阿什本,223 ms
172.67.196.13,LHR,欧洲,伦敦,223 ms
172.67.130.170,LHR,欧洲,伦敦,224 ms
104.21.67.150,LHR,欧洲,伦敦,224 ms
172.67.145.64,LHR,欧洲,伦敦,224 ms
104.27.206.23,IAD,北美洲,阿什本,224 ms
104.21.1.142,LHR,欧洲,伦敦,224 ms
104.21.79.0,LHR,欧洲,伦敦,225 ms
172.67.171.224,LHR,欧洲,伦敦,225 ms
162.159.43.68,IAD,北美洲,阿什本,225 ms
93.114.64.253,SJC,北美洲,圣何塞,225 ms
172.67.154.223,LHR,欧洲,伦敦,226 ms
104.25.249.47,IAD,北美洲,阿什本,226 ms
104.21.82.248,LHR,欧洲,伦敦,226 ms
172.67.238.243,LHR,欧洲,伦敦,226 ms
172.67.247.212,LHR,欧洲,伦敦,226 ms
172.67.209.204,LHR,欧洲,伦敦,226 ms
172.67.166.58,LHR,欧洲,伦敦,227 ms
104.21.25.225,LHR,欧洲,伦敦,227 ms
104.21.21.212,LHR,欧洲,伦敦,227 ms
104.21.13.245,LHR,欧洲,伦敦,227 ms
104.19.197.137,SJC,北美洲,圣何塞,227 ms
104.21.106.212,LHR,欧洲,伦敦,227 ms
104.23.136.41,IAD,北美洲,阿什本,227 ms
104.23.135.144,IAD,北美洲,阿什本,227 ms
172.64.78.92,ORD,北美洲,芝加哥,228 ms
104.23.132.242,IAD,北美洲,阿什本,228 ms
104.27.201.20,IAD,北美洲,阿什本,228 ms
104.23.137.203,IAD,北美洲,阿什本,228 ms
104.19.64.7,SJC,北美洲,圣何塞,229 ms
104.23.128.14,IAD,北美洲,阿什本,230 ms
104.25.62.209,IAD,北美洲,阿什本,230 ms
162.159.34.217,IAD,北美洲,阿什本,230 ms
104.19.18.133,SJC,北美洲,圣何塞,230 ms
104.23.130.235,IAD,北美洲,阿什本,231 ms
104.21.101.96,LHR,欧洲,伦敦,231 ms
104.21.2.239,LHR,欧洲,伦敦,231 ms
104.27.192.216,IAD,北美洲,阿什本,231 ms
104.21.5.144,LHR,欧洲,伦敦,231 ms
172.64.235.194,IAD,北美洲,阿什本,231 ms
172.67.178.170,LHR,欧洲,伦敦,231 ms
172.67.248.123,LHR,欧洲,伦敦,232 ms
104.25.90.212,IAD,北美洲,阿什本,232 ms
104.23.139.27,IAD,北美洲,阿什本,233 ms
104.24.27.221,IAD,北美洲,阿什本,233 ms
104.19.98.45,SJC,北美洲,圣何塞,233 ms
104.19.92.48,SJC,北美洲,圣何塞,234 ms
104.16.174.106,SJC,北美洲,圣何塞,234 ms
104.20.205.215,IAD,北美洲,阿什本,234 ms
104.18.107.214,SJC,北美洲,圣何塞,234 ms
162.159.42.72,IAD,北美洲,阿什本,235 ms
104.16.12.62,SJC,北美洲,圣何塞,235 ms
104.23.143.159,IAD,北美洲,阿什本,235 ms
104.27.195.223,IAD,北美洲,阿什本,235 ms
104.21.205.249,LHR,欧洲,伦敦,235 ms
104.27.205.24,IAD,北美洲,阿什本,236 ms
104.18.128.1,SJC,北美洲,圣何塞,236 ms
104.23.129.171,IAD,北美洲,阿什本,236 ms
104.16.9.163,SJC,北美洲,圣何塞,236 ms
104.27.204.115,IAD,北美洲,阿什本,237 ms
104.20.231.231,IAD,北美洲,阿什本,237 ms
104.19.53.171,SJC,北美洲,圣何塞,237 ms
104.16.24.78,SJC,北美洲,圣何塞,237 ms
104.19.202.217,SJC,北美洲,圣何塞,237 ms
162.159.248.29,LAX,北美洲,洛杉矶,237 ms
104.24.60.241,IAD,北美洲,阿什本,237 ms
104.16.129.45,SJC,北美洲,圣何塞,238 ms
104.23.133.188,IAD,北美洲,阿什本,238 ms
104.25.227.104,IAD,北美洲,阿什本,238 ms
172.67.97.159,IAD,北美洲,阿什本,238 ms
104.24.221.33,IAD,北美洲,阿什本,238 ms
104.23.142.176,IAD,北美洲,阿什本,238 ms
1.1.1.84,SJC,北美洲,圣何塞,239 ms
104.18.38.135,SJC,北美洲,圣何塞,239 ms
104.24.48.92,IAD,北美洲,阿什本,239 ms
104.18.70.245,SJC,北美洲,圣何塞,239 ms
104.27.193.29,IAD,北美洲,阿什本,239 ms
154.202.89.245,SJC,北美洲,圣何塞,240 ms
104.17.207.27,SJC,北美洲,圣何塞,240 ms
162.159.35.202,IAD,北美洲,阿什本,242 ms
104.21.233.228,LAX,北美洲,洛杉矶,242 ms
104.27.199.92,IAD,北美洲,阿什本,242 ms
104.19.33.94,SJC,北美洲,圣何塞,242 ms
104.27.202.53,IAD,北美洲,阿什本,243 ms
104.19.74.226,SJC,北美洲,圣何塞,243 ms
104.16.201.163,SJC,北美洲,圣何塞,243 ms
104.18.46.39,SJC,北美洲,圣何塞,244 ms
1.1.1.5,SJC,北美洲,圣何塞,244 ms
104.27.196.217,IAD,北美洲,阿什本,244 ms
172.64.233.113,LHR,欧洲,伦敦,244 ms
104.24.65.141,IAD,北美洲,阿什本,245 ms
104.16.171.252,SJC,北美洲,圣何塞,245 ms
104.16.103.213,SJC,北美洲,圣何塞,245 ms
1.1.1.189,SJC,北美洲,圣何塞,245 ms
89.47.56.38,SJC,北美洲,圣何塞,245 ms
104.21.203.255,LHR,欧洲,伦敦,245 ms
104.16.189.221,SJC,北美洲,圣何塞,246 ms
104.27.198.30,IAD,北美洲,阿什本,246 ms
104.24.136.124,IAD,北美洲,阿什本,246 ms
104.27.59.118,IAD,北美洲,阿什本,246 ms
104.19.223.44,SJC,北美洲,圣何塞,246 ms
104.19.86.116,SJC,北美洲,圣何塞,246 ms
1.1.1.197,SJC,北美洲,圣何塞,247 ms
104.25.108.249,IAD,北美洲,阿什本,247 ms
104.27.194.245,IAD,北美洲,阿什本,247 ms
104.20.119.188,IAD,北美洲,阿什本,247 ms
104.16.4.43,SJC,北美洲,圣何塞,248 ms
104.25.72.95,IAD,北美洲,阿什本,249 ms
104.18.56.172,SJC,北美洲,圣何塞,249 ms
1.1.1.48,SJC,北美洲,圣何塞,251 ms
